percent pertubation_type Round CV AUC AUPR
0.75 networkfeature Round--0 CV--5 0.60290 0.32509
0.75 networkfeature Round--1 CV--1 0.58118 0.31655
0.75 networkfeature Round--1 CV--2 0.67596 0.47663
0.75 networkfeature Round--1 CV--3 0.58946 0.29486
0.75 networkfeature Round--1 CV--4 0.60663 0.33829
0.75 networkfeature Round--1 CV--5 0.60297 0.32570
0.75 networkfeature Round--2 CV--1 0.67950 0.47532
0.75 networkfeature Round--2 CV--2 0.62718 0.37191
0.75 networkfeature Round--2 CV--3 0.68097 0.49641
0.75 networkfeature Round--2 CV--4 0.70452 0.50268
0.75 networkfeature Round--2 CV--5 0.59504 0.31770
0.75 networkfeature Round--3 CV--1 0.67625 0.45362
0.75 networkfeature Round--3 CV--2 0.68081 0.48476
0.75 networkfeature Round--3 CV--3 0.60525 0.32250
0.75 networkfeature Round--3 CV--4 0.70330 0.50613
0.75 networkfeature Round--3 CV--5 0.60212 0.31952
0.75 networkfeature Round--4 CV--1 0.70127 0.50945
0.75 networkfeature Round--4 CV--2 0.71855 0.52877
0.75 networkfeature Round--4 CV--3 0.56521 0.29456
0.75 networkfeature Round--4 CV--4 0.59679 0.31310
0.75 networkfeature Round--4 CV--5 0.69240 0.52252
0.75 networkfeature Round--5 CV--1 0.59977 0.35490
0.75 networkfeature Round--5 CV--2 0.57999 0.30951
0.75 networkfeature Round--5 CV--3 0.69233 0.52440
0.75 networkfeature Round--5 CV--4 0.69897 0.48602
0.75 networkfeature Round--5 CV--5 0.64067 0.37938
0.75 networkfeature Round--6 CV--1 0.59127 0.31542
0.75 networkfeature Round--6 CV--2 0.60301 0.35213
0.75 networkfeature Round--6 CV--3 0.62826 0.34459
0.75 networkfeature Round--6 CV--4 0.71171 0.50811
0.75 networkfeature Round--6 CV--5 0.62572 0.35328
0.75 networkfeature Round--7 CV--1 0.59976 0.35539
0.75 networkfeature Round--7 CV--2 0.68387 0.46582
0.75 networkfeature Round--7 CV--3 0.62677 0.35523
0.75 networkfeature Round--7 CV--4 0.70180 0.50017
0.75 networkfeature Round--7 CV--5 0.65240 0.42497
0.75 networkfeature Round--8 CV--1 0.70445 0.54180
0.75 networkfeature Round--8 CV--2 0.69919 0.50941
0.75 networkfeature Round--8 CV--3 0.61100 0.36263
0.75 networkfeature Round--8 CV--4 0.67566 0.47575
0.75 networkfeature Round--8 CV--5 0.59780 0.30800
0.75 networkfeature Round--9 CV--1 0.64389 0.36886
0.75 networkfeature Round--9 CV--2 0.62075 0.36563
0.75 networkfeature Round--9 CV--3 0.70380 0.51874
0.75 networkfeature Round--9 CV--4 0.66699 0.45362
0.75 networkfeature Round--9 CV--5 0.61391 0.34518
0.5 networkfeature Round--0 CV--1 0.80727 0.62726
0.5 networkfeature Round--0 CV--2 0.72724 0.41880
0.5 networkfeature Round--0 CV--3 0.81810 0.64522
0.5 networkfeature Round--0 CV--4 0.81195 0.66353
0.5 networkfeature Round--0 CV--5 0.71845 0.39539
0.5 networkfeature Round--1 CV--1 0.78577 0.59793
0.5 networkfeature Round--1 CV--2 0.81090 0.63611
0.5 networkfeature Round--1 CV--3 0.82257 0.62391
0.5 networkfeature Round--1 CV--4 0.80683 0.64031
0.5 networkfeature Round--1 CV--5 0.74125 0.44428
0.5 networkfeature Round--2 CV--1 0.78562 0.61127
0.5 networkfeature Round--2 CV--2 0.81278 0.63929
0.5 networkfeature Round--2 CV--3 0.81788 0.64310
0.5 networkfeature Round--2 CV--4 0.81713 0.65997
0.5 networkfeature Round--2 CV--5 0.81742 0.65343
0.5 networkfeature Round--3 CV--1 0.78891 0.58928
0.5 networkfeature Round--3 CV--2 0.80920 0.63694
0.5 networkfeature Round--3 CV--3 0.73451 0.43235
0.5 networkfeature Round--3 CV--4 0.70546 0.39406
0.5 networkfeature Round--3 CV--5 0.78734 0.59304
0.5 networkfeature Round--4 CV--1 0.81774 0.65991
0.5 networkfeature Round--4 CV--2 0.83084 0.66944
0.5 networkfeature Round--4 CV--3 0.78912 0.63935
0.5 networkfeature Round--4 CV--4 0.77231 0.56459
0.5 networkfeature Round--4 CV--5 0.81685 0.64791
0.5 networkfeature Round--5 CV--1 0.72521 0.44422
0.5 networkfeature Round--5 CV--2 0.70791 0.36738
0.5 networkfeature Round--5 CV--3 0.79402 0.65246
0.5 networkfeature Round--5 CV--4 0.79158 0.62080
0.5 networkfeature Round--5 CV--5 0.80457 0.65492
0.5 networkfeature Round--6 CV--1 0.80901 0.64588
0.5 networkfeature Round--6 CV--2 0.74253 0.43219
0.5 networkfeature Round--6 CV--3 0.82080 0.65035
0.5 networkfeature Round--6 CV--4 0.81598 0.65777
0.5 networkfeature Round--6 CV--5 0.73237 0.44634
0.5 networkfeature Round--7 CV--1 0.78688 0.61755
0.5 networkfeature Round--7 CV--2 0.71976 0.39919
0.5 networkfeature Round--7 CV--3 0.80064 0.63330
0.5 networkfeature Round--7 CV--4 0.81297 0.65359
0.5 networkfeature Round--7 CV--5 0.72543 0.41961
0.5 networkfeature Round--8 CV--1 0.70336 0.35836
0.5 networkfeature Round--8 CV--2 0.78976 0.61627
0.5 networkfeature Round--8 CV--3 0.71423 0.43612
0.5 networkfeature Round--8 CV--4 0.80070 0.62930
0.5 networkfeature Round--8 CV--5 0.81340 0.65281
0.5 networkfeature Round--9 CV--1 0.81038 0.66072
0.5 networkfeature Round--9 CV--2 0.77283 0.59411
0.5 networkfeature Round--9 CV--3 0.81038 0.66640
0.5 networkfeature Round--9 CV--4 0.80775 0.61987
0.5 networkfeature Round--9 CV--5 0.72158 0.41247
0.25 networkfeature Round--0 CV--1 0.78423 0.48928
0.25 networkfeature Round--0 CV--2 0.86406 0.71037
0.25 networkfeature Round--0 CV--3 0.87487 0.72728
0.25 networkfeature Round--0 CV--4 0.86590 0.72597
0.25 networkfeature Round--0 CV--5 0.84103 0.66846
0.25 networkfeature Round--1 CV--1 0.85410 0.69466
0.25 networkfeature Round--1 CV--2 0.84851 0.67857
0.25 networkfeature Round--1 CV--3 0.86432 0.70090
0.25 networkfeature Round--1 CV--4 0.83153 0.67247
0.25 networkfeature Round--1 CV--5 0.79708 0.52259
0.25 networkfeature Round--2 CV--1 0.84399 0.67715
0.25 networkfeature Round--2 CV--2 0.85591 0.69895
0.25 networkfeature Round--2 CV--3 0.86161 0.71692
0.25 networkfeature Round--2 CV--4 0.85365 0.71073
0.25 networkfeature Round--2 CV--5 0.85440 0.69673
0.25 networkfeature Round--3 CV--1 0.85099 0.68603
0.25 networkfeature Round--3 CV--2 0.84930 0.69010
0.25 networkfeature Round--3 CV--3 0.84940 0.70490
0.25 networkfeature Round--3 CV--4 0.84673 0.69907
0.25 networkfeature Round--3 CV--5 0.76880 0.47186
0.25 networkfeature Round--4 CV--1 0.87147 0.73559
0.25 networkfeature Round--4 CV--2 0.86017 0.71307
0.25 networkfeature Round--4 CV--3 0.75250 0.49152
0.25 networkfeature Round--4 CV--4 0.82727 0.65924
0.25 networkfeature Round--4 CV--5 0.83687 0.66353
0.25 networkfeature Round--5 CV--1 0.83488 0.66546
0.25 networkfeature Round--5 CV--2 0.82993 0.63032
0.25 networkfeature Round--5 CV--3 0.85423 0.71049
0.25 networkfeature Round--5 CV--4 0.78127 0.49746
0.25 networkfeature Round--5 CV--5 0.78266 0.49969
0.25 networkfeature Round--6 CV--1 0.84134 0.68376
0.25 networkfeature Round--6 CV--2 0.83859 0.66944
0.25 networkfeature Round--6 CV--3 0.84637 0.68200
0.25 networkfeature Round--6 CV--4 0.85002 0.71008
0.25 networkfeature Round--6 CV--5 0.83819 0.69575
0.25 networkfeature Round--7 CV--1 0.83857 0.69001
0.25 networkfeature Round--7 CV--2 0.80575 0.52555
0.25 networkfeature Round--7 CV--3 0.84988 0.67820
0.25 networkfeature Round--7 CV--4 0.85244 0.70029
0.25 networkfeature Round--7 CV--5 0.78997 0.48771
0.25 networkfeature Round--8 CV--1 0.83390 0.71375
0.25 networkfeature Round--8 CV--2 0.81741 0.65826
0.25 networkfeature Round--8 CV--3 0.83474 0.67439
0.25 networkfeature Round--8 CV--4 0.79470 0.52069
0.25 networkfeature Round--8 CV--5 0.82569 0.67787
0.25 networkfeature Round--9 CV--1 0.86416 0.70938
0.25 networkfeature Round--9 CV--2 0.83491 0.66524
0.25 networkfeature Round--9 CV--3 0.85729 0.71378
0.25 networkfeature Round--9 CV--4 0.78428 0.47179
0.25 networkfeature Round--9 CV--5 0.85811 0.68873
0 networkfeature Round--0 CV--1 0.84313 0.59104
0 networkfeature Round--0 CV--2 0.84589 0.60030
0 networkfeature Round--0 CV--3 0.88118 0.64402
0 networkfeature Round--0 CV--4 0.90033 0.78736
0 networkfeature Round--0 CV--5 0.83180 0.58050
0 networkfeature Round--1 CV--1 0.83678 0.58502
0 networkfeature Round--1 CV--2 0.87600 0.72807
0 networkfeature Round--1 CV--3 0.89284 0.75075
0 networkfeature Round--1 CV--4 0.85083 0.62021
0 networkfeature Round--1 CV--5 0.89381 0.76229
0 networkfeature Round--2 CV--1 0.85071 0.61436
0 networkfeature Round--2 CV--2 0.84310 0.56935
0 networkfeature Round--2 CV--3 0.90458 0.77829
0 networkfeature Round--2 CV--4 0.84738 0.57568
0 networkfeature Round--2 CV--5 0.85852 0.58910
0 networkfeature Round--3 CV--1 0.88931 0.74985
0 networkfeature Round--3 CV--2 0.88363 0.73347
0 networkfeature Round--3 CV--3 0.85863 0.59640
0 networkfeature Round--3 CV--4 0.84240 0.55931
0 networkfeature Round--3 CV--5 0.88165 0.72147
0 networkfeature Round--4 CV--1 0.89620 0.77795
0 networkfeature Round--4 CV--2 0.89894 0.77400
0 networkfeature Round--4 CV--3 0.86728 0.72565
0 networkfeature Round--4 CV--4 0.82978 0.50537
0 networkfeature Round--4 CV--5 0.83528 0.56839
0 networkfeature Round--5 CV--1 0.83497 0.59001
0 networkfeature Round--5 CV--2 0.84553 0.59432
0 networkfeature Round--5 CV--3 0.86161 0.61253
0 networkfeature Round--5 CV--4 0.86913 0.72257
0 networkfeature Round--5 CV--5 0.84498 0.58844
0 networkfeature Round--6 CV--1 0.87937 0.73693
0 networkfeature Round--6 CV--2 0.85547 0.60427
0 networkfeature Round--6 CV--3 0.84769 0.57930
0 networkfeature Round--6 CV--4 0.84790 0.58831
0 networkfeature Round--6 CV--5 0.88132 0.75232
0 networkfeature Round--7 CV--1 0.82728 0.57325
0 networkfeature Round--7 CV--2 0.85194 0.59501
0 networkfeature Round--7 CV--3 0.88347 0.75444
0 networkfeature Round--7 CV--4 0.88443 0.74516
0 networkfeature Round--7 CV--5 0.84069 0.56140
0 networkfeature Round--8 CV--1 0.88429 0.76835
0 networkfeature Round--8 CV--2 0.82219 0.57736
0 networkfeature Round--8 CV--3 0.83562 0.56790
0 networkfeature Round--8 CV--4 0.89439 0.74780
0 networkfeature Round--8 CV--5 0.82875 0.54984
0 networkfeature Round--9 CV--1 0.89772 0.76729
0 networkfeature Round--9 CV--2 0.83126 0.57637
0 networkfeature Round--9 CV--3 0.88298 0.76366
0 networkfeature Round--9 CV--4 0.89071 0.73765
0 networkfeature Round--9 CV--5 0.87716 0.74004
