percent pertubation_type Round CV AUC AUPR
0.75 networkfeature Round--1 CV--3 0.62120 0.30543
0.75 networkfeature Round--1 CV--4 0.62444 0.31818
0.75 networkfeature Round--1 CV--5 0.59140 0.28653
0.75 networkfeature Round--2 CV--1 0.66167 0.38101
0.75 networkfeature Round--2 CV--2 0.66910 0.39095
0.75 networkfeature Round--2 CV--3 0.67347 0.41149
0.75 networkfeature Round--2 CV--4 0.62684 0.31061
0.75 networkfeature Round--2 CV--5 0.65833 0.33888
0.75 networkfeature Round--3 CV--1 0.62579 0.29334
0.75 networkfeature Round--3 CV--2 0.65628 0.37950
0.75 networkfeature Round--3 CV--3 0.60864 0.30199
0.75 networkfeature Round--3 CV--4 0.63046 0.32080
0.75 networkfeature Round--3 CV--5 0.69105 0.40545
0.75 networkfeature Round--4 CV--1 0.63483 0.30236
0.75 networkfeature Round--4 CV--2 0.70142 0.42944
0.75 networkfeature Round--4 CV--3 0.65704 0.38630
0.75 networkfeature Round--4 CV--4 0.62422 0.29801
0.75 networkfeature Round--4 CV--5 0.68743 0.44234
0.75 networkfeature Round--5 CV--1 0.68740 0.40029
0.75 networkfeature Round--5 CV--2 0.62814 0.30176
0.75 networkfeature Round--5 CV--3 0.61625 0.30265
0.75 networkfeature Round--5 CV--4 0.69521 0.41990
0.75 networkfeature Round--5 CV--5 0.62250 0.29525
0.75 networkfeature Round--6 CV--1 0.62901 0.30710
0.75 networkfeature Round--6 CV--2 0.61966 0.31716
0.75 networkfeature Round--6 CV--3 0.62671 0.31379
0.75 networkfeature Round--6 CV--4 0.70067 0.44232
0.75 networkfeature Round--6 CV--5 0.62208 0.30249
0.75 networkfeature Round--7 CV--1 0.62263 0.30276
0.75 networkfeature Round--7 CV--2 0.65855 0.35903
0.75 networkfeature Round--7 CV--3 0.62491 0.30410
0.75 networkfeature Round--7 CV--4 0.60589 0.30248
0.75 networkfeature Round--7 CV--5 0.59139 0.27965
0.75 networkfeature Round--8 CV--1 0.63909 0.33465
0.75 networkfeature Round--8 CV--2 0.62744 0.31526
0.75 networkfeature Round--8 CV--3 0.64951 0.36177
0.75 networkfeature Round--8 CV--4 0.63922 0.35553
0.75 networkfeature Round--8 CV--5 0.66034 0.34152
0.75 networkfeature Round--9 CV--1 0.63028 0.29830
0.75 networkfeature Round--9 CV--2 0.61395 0.29065
0.75 networkfeature Round--9 CV--3 0.61379 0.29287
0.75 networkfeature Round--9 CV--4 0.60782 0.29096
0.75 networkfeature Round--9 CV--5 0.62242 0.30789
0.5 networkfeature Round--0 CV--1 0.74748 0.44721
0.5 networkfeature Round--0 CV--2 0.79588 0.58156
0.5 networkfeature Round--0 CV--3 0.79909 0.59007
0.5 networkfeature Round--0 CV--4 0.75127 0.46734
0.5 networkfeature Round--0 CV--5 0.78492 0.57557
0.5 networkfeature Round--1 CV--1 0.79311 0.59618
0.5 networkfeature Round--1 CV--2 0.79100 0.55935
0.5 networkfeature Round--1 CV--3 0.77886 0.54296
0.5 networkfeature Round--1 CV--4 0.73464 0.40918
0.5 networkfeature Round--1 CV--5 0.78541 0.55513
0.5 networkfeature Round--2 CV--1 0.73474 0.45151
0.5 networkfeature Round--2 CV--2 0.78798 0.58551
0.5 networkfeature Round--2 CV--3 0.80157 0.58851
0.5 networkfeature Round--2 CV--4 0.73428 0.43176
0.5 networkfeature Round--2 CV--5 0.77149 0.49361
0.5 networkfeature Round--3 CV--1 0.79675 0.53593
0.5 networkfeature Round--3 CV--2 0.78288 0.59284
0.5 networkfeature Round--3 CV--3 0.81531 0.62438
0.5 networkfeature Round--3 CV--4 0.74856 0.46473
0.5 networkfeature Round--3 CV--5 0.78304 0.54493
0.5 networkfeature Round--4 CV--1 0.74960 0.45765
0.5 networkfeature Round--4 CV--2 0.75855 0.47545
0.5 networkfeature Round--4 CV--3 0.75376 0.50143
0.5 networkfeature Round--4 CV--4 0.77081 0.52371
0.5 networkfeature Round--4 CV--5 0.75453 0.44074
0.5 networkfeature Round--5 CV--1 0.77320 0.53564
0.5 networkfeature Round--5 CV--2 0.74800 0.47863
0.5 networkfeature Round--5 CV--3 0.80085 0.60870
0.5 networkfeature Round--5 CV--4 0.77212 0.58155
0.5 networkfeature Round--5 CV--5 0.72665 0.42745
0.5 networkfeature Round--6 CV--1 0.77791 0.56712
0.5 networkfeature Round--6 CV--2 0.73198 0.43709
0.5 networkfeature Round--6 CV--3 0.76635 0.47868
0.5 networkfeature Round--6 CV--4 0.80267 0.59317
0.5 networkfeature Round--6 CV--5 0.80884 0.59157
0.5 networkfeature Round--7 CV--1 0.73805 0.45185
0.5 networkfeature Round--7 CV--2 0.77732 0.56090
0.5 networkfeature Round--7 CV--3 0.78451 0.56379
0.5 networkfeature Round--7 CV--4 0.73196 0.42346
0.5 networkfeature Round--7 CV--5 0.73860 0.44696
0.5 networkfeature Round--8 CV--1 0.74879 0.45865
0.5 networkfeature Round--8 CV--2 0.81027 0.61136
0.5 networkfeature Round--8 CV--3 0.73961 0.43979
0.5 networkfeature Round--8 CV--4 0.75769 0.54210
0.5 networkfeature Round--8 CV--5 0.73607 0.44910
0.5 networkfeature Round--9 CV--1 0.74024 0.41427
0.5 networkfeature Round--9 CV--2 0.75906 0.53152
0.5 networkfeature Round--9 CV--3 0.80027 0.58973
0.5 networkfeature Round--9 CV--4 0.78861 0.56912
0.5 networkfeature Round--9 CV--5 0.76337 0.57957
0.25 networkfeature Round--0 CV--1 0.86234 0.68692
0.25 networkfeature Round--0 CV--2 0.88051 0.72384
0.25 networkfeature Round--0 CV--3 0.86688 0.71195
0.25 networkfeature Round--0 CV--4 0.87987 0.73117
0.25 networkfeature Round--0 CV--5 0.84934 0.67812
0.25 networkfeature Round--1 CV--1 0.86938 0.70217
0.25 networkfeature Round--1 CV--2 0.86764 0.67280
0.25 networkfeature Round--1 CV--3 0.85253 0.62512
0.25 networkfeature Round--1 CV--4 0.86662 0.69933
0.25 networkfeature Round--1 CV--5 0.85894 0.69818
0.25 networkfeature Round--2 CV--1 0.87340 0.72276
0.25 networkfeature Round--2 CV--2 0.86165 0.70415
0.25 networkfeature Round--2 CV--3 0.87547 0.72234
0.25 networkfeature Round--2 CV--4 0.86995 0.72475
0.25 networkfeature Round--2 CV--5 0.88309 0.73189
0.25 networkfeature Round--3 CV--1 0.85382 0.65348
0.25 networkfeature Round--3 CV--2 0.84613 0.66633
0.25 networkfeature Round--3 CV--3 0.86025 0.70855
0.25 networkfeature Round--3 CV--4 0.85814 0.69246
0.25 networkfeature Round--3 CV--5 0.85777 0.68882
0.25 networkfeature Round--4 CV--1 0.87709 0.72104
0.25 networkfeature Round--4 CV--2 0.87405 0.72841
0.25 networkfeature Round--4 CV--3 0.84350 0.68890
0.25 networkfeature Round--4 CV--4 0.84317 0.66842
0.25 networkfeature Round--4 CV--5 0.86468 0.70893
0.25 networkfeature Round--5 CV--1 0.81812 0.59233
0.25 networkfeature Round--5 CV--2 0.84465 0.65519
0.25 networkfeature Round--5 CV--3 0.86224 0.72175
0.25 networkfeature Round--5 CV--4 0.84919 0.67983
0.25 networkfeature Round--5 CV--5 0.88311 0.73978
0.25 networkfeature Round--6 CV--1 0.86796 0.70219
0.25 networkfeature Round--6 CV--2 0.83537 0.59825
0.25 networkfeature Round--6 CV--3 0.88087 0.72024
0.25 networkfeature Round--6 CV--4 0.85747 0.70534
0.25 networkfeature Round--6 CV--5 0.83198 0.60321
0.25 networkfeature Round--7 CV--1 0.85661 0.70434
0.25 networkfeature Round--7 CV--2 0.87983 0.72094
0.25 networkfeature Round--7 CV--3 0.85707 0.68443
0.25 networkfeature Round--7 CV--4 0.85928 0.70756
0.25 networkfeature Round--7 CV--5 0.85648 0.67098
0.25 networkfeature Round--8 CV--1 0.85252 0.71955
0.25 networkfeature Round--8 CV--2 0.84787 0.70005
0.25 networkfeature Round--8 CV--3 0.83983 0.66990
0.25 networkfeature Round--8 CV--4 0.85712 0.71274
0.25 networkfeature Round--8 CV--5 0.86318 0.71580
0.25 networkfeature Round--9 CV--1 0.86125 0.68836
0.25 networkfeature Round--9 CV--2 0.85133 0.69562
0.25 networkfeature Round--9 CV--3 0.86551 0.71771
0.25 networkfeature Round--9 CV--4 0.85506 0.67952
0.25 networkfeature Round--9 CV--5 0.86464 0.69479
0 networkfeature Round--0 CV--1 0.89732 0.75116
0 networkfeature Round--0 CV--2 0.91521 0.80161
0 networkfeature Round--0 CV--3 0.91805 0.79824
0 networkfeature Round--0 CV--4 0.91563 0.80635
0 networkfeature Round--0 CV--5 0.89538 0.75257
0 networkfeature Round--1 CV--1 0.90220 0.77721
0 networkfeature Round--1 CV--2 0.90312 0.75398
0 networkfeature Round--1 CV--3 0.90603 0.76269
0 networkfeature Round--1 CV--4 0.90451 0.76781
0 networkfeature Round--1 CV--5 0.90513 0.78466
0 networkfeature Round--2 CV--1 0.89528 0.75443
0 networkfeature Round--2 CV--2 0.91226 0.78315
0 networkfeature Round--2 CV--3 0.91178 0.79332
0 networkfeature Round--2 CV--4 0.91056 0.78970
0 networkfeature Round--2 CV--5 0.92511 0.81343
0 networkfeature Round--3 CV--1 0.90454 0.75917
0 networkfeature Round--3 CV--2 0.89771 0.75070
0 networkfeature Round--3 CV--3 0.91057 0.78591
0 networkfeature Round--3 CV--4 0.90522 0.77427
0 networkfeature Round--3 CV--5 0.90279 0.74382
0 networkfeature Round--4 CV--1 0.91259 0.79353
0 networkfeature Round--4 CV--2 0.91255 0.79220
0 networkfeature Round--4 CV--3 0.89249 0.75900
0 networkfeature Round--4 CV--4 0.88111 0.74498
0 networkfeature Round--4 CV--5 0.90216 0.75937
0 networkfeature Round--5 CV--1 0.89309 0.74926
0 networkfeature Round--5 CV--2 0.89587 0.74663
0 networkfeature Round--5 CV--3 0.91315 0.80297
0 networkfeature Round--5 CV--4 0.88265 0.74710
0 networkfeature Round--5 CV--5 0.90829 0.79085
0 networkfeature Round--6 CV--1 0.89567 0.75886
0 networkfeature Round--6 CV--2 0.91118 0.77501
0 networkfeature Round--6 CV--3 0.91181 0.77163
0 networkfeature Round--6 CV--4 0.90132 0.76680
0 networkfeature Round--6 CV--5 0.89803 0.77566
0 networkfeature Round--7 CV--1 0.88850 0.76915
0 networkfeature Round--7 CV--2 0.91234 0.77844
0 networkfeature Round--7 CV--3 0.90063 0.77385
0 networkfeature Round--7 CV--4 0.90202 0.77872
0 networkfeature Round--7 CV--5 0.89999 0.75673
0 networkfeature Round--8 CV--1 0.90224 0.79409
0 networkfeature Round--8 CV--2 0.89735 0.76989
0 networkfeature Round--8 CV--3 0.88669 0.74568
0 networkfeature Round--8 CV--4 0.90032 0.76017
0 networkfeature Round--8 CV--5 0.89719 0.77196
0 networkfeature Round--9 CV--1 0.90767 0.79278
0 networkfeature Round--9 CV--2 0.89403 0.75949
0 networkfeature Round--9 CV--3 0.89939 0.78226
0 networkfeature Round--9 CV--4 0.90200 0.76553
0 networkfeature Round--9 CV--5 0.88753 0.75865
