GOLGA2 MBD3
CCHCR1 GOLGA2
FAM193B GOLGA2
GOLGA2 RAB39A
CHCHD3 GOLGA2
C1orf109 GOLGA2
GOLGA2 PID1
GOLGA2 VPS37C
GOLGA2 WDYHV1
GOLGA2 MAGOHB
FAM90A1 GOLGA2
C14orf105 GOLGA2
CCDC87 GOLGA2
GOLGA2 RBM41
GOLGA2 MCM10
GOLGA2 LIMS2
CCDC94 GOLGA2
CCAR1 GOLGA2
GOLGA2 RCOR3
GOLGA2 NXT2
FAM214A GOLGA2
GOLGA2 KIAA1217
EXOSC5 GOLGA2
CBX8 GOLGA2
GATAD2B GOLGA2
GOLGA2 STAMBPL1
CCDC146 GOLGA2
GOLGA2 RNF213
GOLGA2 ZNF410
GOLGA2 SH2D4A
GOLGA2 TTC23
GOLGA2 RSRC2
GOLGA2 SCNM1
C20orf195 GOLGA2
GOLGA2 SECISBP2
GOLGA2 LENG1
C1orf35 GOLGA2
GCC1 GOLGA2
CDC73 GOLGA2
FAM184A GOLGA2
FAM124B GOLGA2
CSPP1 GOLGA2
FBXL18 GOLGA2
GOLGA2 ZFP2
GOLGA2 THAP7
GOLGA2 NDEL1
FIP1L1 GOLGA2
GOLGA2 TSC22D4
GOLGA2 TSSK3
CCDC70 GOLGA2
GOLGA2 TTC25
FAM110A GOLGA2
GOLGA2 RHNO1
GOLGA2 POLDIP3
GOLGA2 RNF135
GOLGA2 ZNF414
GOLGA2 LCOR
GOLGA2 PARD6B
GOLGA2 ZGPAT
GOLGA2 SPATA22
ANKRD36BP1 GOLGA2
GOLGA2 LINGO1
GOLGA2 ZNF587
GOLGA2 RAB2B
GOLGA2 RITA1
GOLGA2 RBM17
FBF1 GOLGA2
FAM207A GOLGA2
GOLGA2 RGS8
GOLGA2 GTPBP10
GOLGA2 IFT20
GOLGA2 MTFR2
DTX2 GOLGA2
GOLGA2 HAUS1
GOLGA2 RAB39B
GOLGA2 SNAP47
GOLGA2 HRASLS5
GOLGA2 ZNF488
GLYCTK GOLGA2
GOLGA2 ZNF572
GOLGA2 ZNF417
GOLGA2 SYT6
GOLGA2 UBE2U
CCDC17 GOLGA2
ALS2CR11 GOLGA2
GOLGA2 ZMAT2
GOLGA2 SH3RF2
GOLGA2 RIBC1
CCDC67 GOLGA2
C12orf50 GOLGA2
CDC20B GOLGA2
GOLGA2 TCEANC
GOLGA2 PPP1R18
GOLGA2 ZFC3H1
GOLGA2 TXLNA
GOLGA2 HYLS1
GOLGA2 PATL1
ALKBH3 GOLGA2
ATP6V1C2 GOLGA2
GOLGA2 MSRB3
BCL6B GOLGA2
GOLGA2 RNF214
GOLGA2 TTC9C
GOLGA2 MORN3
GOLGA2 KANSL1
CCDC150 GOLGA2
GOLGA2 RTP5
FAM126B GOLGA2
CEP57L1 GOLGA2
DLX6-AS1 GOLGA2
GOLGA2 KRT6C
GOLGA2 TRIM42
ARL16 GOLGA2
GOLGA2 ZNF774
GOLGA2 SELV
GOLGA2 LYSMD1
BMS1P5 GOLGA2
CENPP GOLGA2
MAGEA1 SFN
FOXO4 SFN
MKRN3 SFN
FAM53C SFN
SFN ZC2HC1C
CCDC102B SFN
LONRF1 SFN
RAB3IP SFN
FAM9B SFN
GP9 HOXA1
GP9 SPRY2
KRTAP5-9 NPBWR2
KRT31 NPBWR2
NPBWR2 PSMA3
NPBWR2 PNMA1
BOLL NPBWR2
KRT40 NPBWR2
KRTAP10-7 NPBWR2
KRTAP10-9 NPBWR2
KRTAP10-3 NPBWR2
NOTCH2NL NPBWR2
GPR25 VAPB
GPR25 PNMA1
FATE1 GPR25
CREB3L1 GPR25
CCDC155 GPR25
GPR25 NAALADL2
GPS2 KRT31
GPS2 RALBP1
GPS2 RBPMS
GPS2 TFIP11
GPS2 SESTD1
GPX3 UBQLN1
CEP70 GPX7
GRB2 LMO2
GRB2 REL
GRB2 TRIM27
GRB2 TP53BP2
DDX17 GRB2
GRB2 IKZF3
GRB2 ZBTB7B
ABI3 GRB2
GRB2 NUTM2F
DPPA4 GRB2
GRB2 HOMEZ
GRB2 NIF3L1
ARHGAP9 GRB2
GRB2 LZTS2
GRB2 LNX1
C1orf94 GRB2
GRB2 PNMA5
GRB2 PRR22
GRB2 INCA1
GRB7 LAX1
GRB7 TRIM36
GRB7 KCTD6
GRN OTX1
GRN SGTA
GLRX3 GRN
GRN NLK
FANCL GRN
ARFGAP1 GRN
CCDC33 GRN
GRN KRTAP10-7
GRN KRTAP26-1
ARHGAP35 KRT31
GRM2 UBQLN1
GRM2 NAALADL2
GSTA2 GSTA4
C2orf50 GSTA4
GSTM3 GSTM4
GSTM3 GSTM5
AMOTL2 GSTM5
GSTP1 KRT31
APPBP2 GSTP1
GSTP1 KRTAP10-7
GSTP1 KRTAP10-9
GSTP1 KRTAP10-3
GSTP1 NOTCH2NL
GTF2A1 NFYA
GTF2B TNIP1
DRAP1 GTF2B
GTF2H2C_2 GTF2H3
GTF3C1 MAGEA4
AGTRAP GTF3C1
CMTM5 GTF3C1
GYPA SGTA
GYPA KEAP1
GYPB UBQLN1
AIMP2 GYS1
CCDC36 GYS1
H3F3B NASP
HBA2 KRT40
CCDC57 HBA2
HBD HBQ1
HBD HBZ
HBG1 KRTAP10-9
HBG1 KRTAP10-3
HBQ1 RFESD
DOCK8 HBZ
HBZ KRT40
HBZ KHDRBS2
HBZ KRTAP10-7
HBZ KRTAP10-9
HBZ KRTAP10-3
HBZ NOTCH2NL
HCK MTUS2
GOPC HCK
HCK KRT40
HCK KRTAP10-9
HCK NOTCH2NL
DTX2 HDC
HGF MEOX2
ADAMTSL4 HGF
HHEX KRTAP10-7
HHEX KRTAP10-5
HHEX KRTAP10-8
HHEX KRTAP10-3
HIP1 REL
DAZAP2 HIP1
REL UBE2K
MIPOL1 UBE2K
DDI1 UBE2K
HK2 MAGEA12
NME7 ZBTB48
GPATCH2L ZBTB48
KRTAP10-5 ZBTB48
HLA-DOA REL
HLA-DPB1 TRIP6
HLA-DPB1 LZTS2
FATE1 MR1
AGTRAP HMGB1
HMGB2 PKNOX1
HMGB3 SDCBP
HMMR MORN4
CCDC155 HMOX1
NR4A1 PGBD1
LONRF1 NR4A1
KRTAP10-1 NR4A1
KRTAP10-5 NR4A1
SLC29A2 UBQLN1
HNRNPC KPNA4
HNRNPC LMO2
HNRNPC SDCBP
HNRNPC SUMO1
HNRNPC ZFYVE26
HNRNPC SUMO1P1
DZIP3 HNRNPF
HNRNPF TFG
HNRNPF IKZF3
EIF4ENIF1 HNRNPF
CCDC33 HNRNPF
C1orf94 HNRNPF
HNRNPF HSFY1
HNRNPH2 TEKT1
HNRNPH2 MSI2
HNRNPK RBM3
HNRNPK RBMY1A1
HNRNPK SPG7
HNRNPK TYK2
HNRNPK U2AF1
ABI2 HNRNPK
HNRNPK PRPF31
HNRNPK RASD1
DALRD3 HNRNPK
HNRNPK PCDHB14
HNRNPK MARK4
FBXL18 HNRNPK
CCDC33 HNRNPK
HNRNPK PRR3
HNRNPK YTHDC1
HNRNPK HNRNPLL
HNRNPK ZNF792
HNRNPK RBMY1F
HNRNPK ZFC3H1
HNRNPK ZNF385C
HNRNPK RTP5
C6orf226 HNRNPK
HNRNPK ZNRF2P1
HOXA1 KRTAP5-9
HOXA1 KRT31
HOXA1 PBX2
HOXA1 SDCBP
HOXA1 TRAF1
BLZF1 HOXA1
HOXA1 RGS20
CHRD HOXA1
HOXA1 KRT38
HOXA1 SPRY1
HOXA1 N4BP2L2
HOXA1 RBPMS
HOXA1 RGS17
HOXA1 LGALS13
ADAMTSL4 HOXA1
ALG13 HOXA1
CCDC33 HOXA1
HOXA1 KRTAP3-2
HOXA1 KRTAP9-2
HOXA1 KRTAP9-4
HOXA1 KRTAP4-7
HOXA1 KRTAP4-2
HOXA1 KRT40
HOXA1 MGAT5B
HOXA1 LCE4A
HOXA1 TRIM42
HOXA1 LCE1B
HOXA1 LCE3E
HOXA1 KRTAP12-2
HOXA1 KRTAP12-1
HOXA1 TBC1D10C
HOXA1 KRTAP10-9
HOXA1 KRTAP10-1
HOXA1 KRTAP10-11
HOXA1 KRTAP10-5
HOXA1 KRTAP10-8
HOXA1 KRTAP10-3
HOXA1 KRTAP12-4
HOXA1 NOTCH2NL
HOXA1 KRTAP26-1
HOXA1 KRTAP5-6
HOXA1 KRTAP4-11
ARPC3 HOXA3
HOXA3 SEC23B
HOXB5 MAGEA11
HOXB9 KRTAP5-9
HOXB9 TRIP6
HOXB9 PNMA1
CALCOCO2 HOXB9
HOXB9 MID2
HOXB9 KRTAP10-9
HOXC4 NCK2
HOXC9 LPXN
HOXD12 TRAF1
HPCAL1 KRTAP5-9
HPCAL1 KRTAP4-2
C1QTNF2 HPCAL1
HPCAL1 KRTAP10-7
HPCAL1 KRTAP10-9
HPCAL1 KRTAP10-1
HPCAL1 KRTAP10-5
HPCAL1 KRTAP10-8
HPCAL1 KRTAP10-3
HPCAL1 NOTCH2NL
HPRT1 SDCBP
HPRT1 ISCU
AGFG1 POLE2
AGFG1 NYAP2
PRMT1 SPEG
PRMT1 WDYHV1
HSBP1 KIFC3
HSBP1 SDCBP
CCHCR1 HSBP1
HSBP1 KIAA1217
HSBP1 LNX1
HSBP1 KRTAP10-7
HSBP1 KRTAP10-3
HSBP1 NOTCH2NL
HSF2 TPM3
HSF2 WDR5
HSF2 MTUS2
HSPA2 TRIM38
APPBP2 HSPA4
AGTRAP HSPA4
HSPA8 NMI
HSPA8 TRIM38
HSPA9 YKT6
HSPD1 KRTAP5-9
HSPD1 KRT31
HSPD1 RGS20
HSPD1 TMCC2
CEP70 HSPD1
HSPD1 LZTS2
HSPD1 KRT40
HSPD1 SAMD3
HSPD1 KRTAP10-8
HSPD1 KRTAP10-3
HSPD1 NOTCH2NL
DNAJC4 FAM9B
HTR1E MEOX2
ICA1 RAB2A
CCDC28A ICA1
ICA1 MBD3
ICA1 ING5
ICA1 RAB2B
ICAM4 KRT31
ICAM4 NOTCH2NL
FAM74A1 ID3
IFIT2 NUTM1
IFIT3 TPM3
IFIT3 TMEM183A
HAUS1 IFIT3
AQPEP IFIT3
IGF1R KCNIP3
IGF2 RBPMS
IGL SGTA
IGL UBQLN1
IGL KIAA1598
CEP70 IK
IL2RG KRTAP10-3
IL2RG NOTCH2NL
IL6ST MAGEA11
IL6ST UBQLN1
IL6ST KCNIP3
IL6ST SGTB
CCNDBP1 ILF2
ILF3 RBPMS
ILK TRIM27
ILK PARVG
IMPA1 IMPA2
IMPA2 UBA3
APIP IMPDH2
IMPDH2 RSG1
INHA SIAH1
INS TCF4
INS RGS20
INPP5D KRT31
INPP5D KHDRBS3
INPP5D KRT40
INPP5D KRTAP10-7
INPP5D KRTAP10-9
INPP5D KRTAP10-3
INPP5D NOTCH2NL
INSR KRT31
C4orf19 EIF3E
ISL1 ZNF511
ITGB2 NOTCH2NL
EHMT2 ITGB5
ITGB5 MTUS2
ITGB5 KRT40
ITGB5 KRTAP10-9
ITGB5 KRTAP10-8
ITGB5 NOTCH2NL
KCNE1 TPM3
KCNE1 UBASH3A
KCNH1 SDCBP
KCNH1 WDYHV1
FASTKD5 KCNH1
KCNJ10 SIAH1
KCNK1 KRTAP10-3
FATE1 KCNS2
KHK LHX9
KIF2A LARP1B
KIF2A MRPL53
FAM13C KIF2A
KIF5B PRKAR2B
KIF5B VPS52
KIF5B TAX1BP1
KIF5B ZBTB8A
KIFC3 KRT5
KIFC3 KRT6A
KIFC3 KRT6B
KIFC3 KRT15
KIFC3 KRT19
KIFC3 KRT31
KIFC3 MCM7
KIFC3 MFAP1
KIFC3 MOS
KIFC3 NEFL
CDK18 KIFC3
KIFC3 PRKAA2
KIFC3 PSMB1
KIFC3 RAD51D
KIFC3 TRIM27
KIFC3 SIAH1
KIFC3 SMARCE1
KIFC3 SOX5
KIFC3 TPM3
KIFC3 TRAF2
KIFC3 TSG101
KIFC3 ZNF20
KIFC3 ZNF180
KIFC3 SCEL
KIFC3 USP2
CREB5 KIFC3
FCHSD2 KIFC3
ABI2 KIFC3
KIFC3 TNIP1
DCTN2 KIFC3
KIFC3 MID2
ITGB3BP KIFC3
KIFC3 NUP62
CCDC28A KIFC3
GORASP2 KIFC3
CYTH4 KIFC3
KIFC3 RSPH14
KIFC3 MED4
KIFC3 NECAB2
C1orf109 KIFC3
FANCL KIFC3
CEP55 KIFC3
KIFC3 LIN37
KIFC3 TRIM54
CBX8 KIFC3
GMCL1 KIFC3
CCDC136 KIFC3
KIFC3 ZNF655
KIFC3 LENG1
CLIP4 KIFC3
CCDC102B KIFC3
CCDC33 KIFC3
KIFC3 NDEL1
DTNBP1 KIFC3
KIFC3 LZTS2
KIFC3 ZGPAT
KIFC3 TSR2
KIFC3 TRIM41
KIFC3 SYCE1
HAUS1 KIFC3
KIFC3 KRT40
ICA1L KIFC3
KIFC3 ZNF572
CCDC67 KIFC3
KIFC3 TCEANC
KIFC3 SPERT
FAM124A KIFC3
KANSL1 KIFC3
CEP57L1 KIFC3
KIFC3 KRT6C
CEP170P1 KIFC3
KIFC3 ZBTB8A
KIR2DL4 TRIP6
KIR2DL4 RBPMS
KLRC1 MAL
KLRC1 PMP22
KLC1 KRT31
CCDC114 KLC1
KPNA1 NUP50
CLK4 KPNA1
KPNA2 MDFI
KPNA2 TADA2A
KPNA2 MAGED1
HMG20A KPNA2
KPNA2 RBPMS
KPNA2 NUP62
KPNA2 SERTAD3
KPNA2 NECAB2
KPNA2 TRIM54
HOMEZ KPNA2
GMCL1 KPNA2
KPNA2 NMNAT1
KPNA2 USHBP1
KPNA2 LZTS2
KPNA2 PNMA5
KPNA2 KRT40
KPNA2 NUTM1
INO80E KPNA2
KPNA3 MTA1
DDX21 KPNA3
KPNA3 ZBTB24
KPNA3 TSSC4
KPNA3 NUP50
KPNA3 MAT2B
KPNA3 ZCCHC10
KPNA3 RPRD1A
APOL6 KPNA3
KPNA3 SLC5A11
KPNA3 TEX37
KPNA4 PLAA
KPNA4 NUP50
KPNA4 MAT2B
CYHR1 KPNA4
ANP32B KPNA5
KPNA5 NUP50
KPNA5 SPOPL
KRAS MDFI
KRAS PSMA3
KRAS RBPMS
KRTAP5-9 LY6H
KRTAP5-9 SMCP
KRTAP5-9 MEOX2
KRTAP5-9 OTX1
KRTAP5-9 P2RX4
KRTAP5-9 PCSK5
KRTAP5-9 PFKL
KRTAP5-9 PRKAB2
KRTAP5-9 PSMA1
KRTAP5-9 PVRL2
KRTAP5-9 SDCBP
KRTAP5-9 SPINK2
KRTAP5-9 TCEA2
KRTAP5-9 TYRO3
KRTAP5-9 ZNF124
KRTAP5-9 RGS20
CHRD KRTAP5-9
KRTAP5-9 SDC3
KRTAP5-9 ZBTB24
JOSD1 KRTAP5-9
GNE KRTAP5-9
KRTAP5-9 SPRY2
KRTAP5-9 RAMP3
GLRX3 KRTAP5-9
KRTAP5-9 ZNF266
KRTAP5-9 NMU
KRTAP5-9 MAPKBP1
KRTAP5-9 PGLS
KRTAP5-9 YIPF3
CNNM3 KRTAP5-9
CHIC2 KRTAP5-9
KRTAP5-9 POM121L8P
KRTAP5-9 NTM
KRTAP5-9 ZNF581
KRTAP5-9 NLK
ADAMTSL4 KRTAP5-9
CRCT1 KRTAP5-9
KRTAP5-9 RNF111
KRTAP5-9 WDYHV1
C19orf66 KRTAP5-9
CARKD KRTAP5-9
KRTAP5-9 NPDC1
KRTAP5-9 NCLN
KRTAP5-9 TOMM22
KRTAP5-9 NUFIP2
CXCL16 KRTAP5-9
DMRT3 KRTAP5-9
KRTAP5-9 NTN4
KRTAP5-9 SLC22A23
KRTAP5-9 ZFYVE21
ATG9A KRTAP5-9
FAM124B KRTAP5-9
KRTAP4-12 KRTAP5-9
KRTAP5-9 KRTAP9-2
FAM161A KRTAP5-9
BEX2 KRTAP5-9
KRTAP5-9 ZNF587
KRTAP5-9 KRTAP9-4
KRTAP4-2 KRTAP5-9
KRTAP5-9 ZNF439
KRTAP5-9 PTPMT1
DHRS1 KRTAP5-9
CATSPER1 KRTAP5-9
KRTAP5-9 TBC1D16
FAM76B KRTAP5-9
KRTAP5-9 ZNF417
KRTAP5-9 TCEANC
KRTAP5-9 LCE4A
KLHL38 KRTAP5-9
KRTAP5-9 LCE1B
KRTAP5-9 LCE2A
KRTAP5-9 LCE3C
KRTAP5-9 LCE3E
KRTAP12-2 KRTAP5-9
KRTAP12-1 KRTAP5-9
KRTAP5-9 TBC1D10C
KRTAP10-7 KRTAP5-9
KRTAP10-9 KRTAP5-9
KRTAP10-1 KRTAP5-9
KRTAP10-11 KRTAP5-9
KRTAP10-5 KRTAP5-9
KRTAP10-8 KRTAP5-9
KRTAP10-3 KRTAP5-9
KRTAP5-9 NOTCH2NL
C11orf87 KRTAP5-9
FAM74A4 KRTAP5-9
C10orf62 KRTAP5-9
KRTAP5-6 KRTAP5-9
KRTAP4-11 KRTAP5-9
KRT13 KRT2
KRT19 KRT2
KRT2 KRT31
KRT2 KRT38
KRT2 KRT40
KRT13 KRT4
KRT15 KRT4
KRT33B KRT4
KRT38 KRT4
KRT4 KRT40
KRT15 KRT5
KRT31 KRT5
KRT38 KRT5
KRT40 KRT5
KRT13 KRT6A
KRT31 KRT6A
KRT6A SGTA
KRT38 KRT6A
HGS KRT6A
KRT6A TFIP11
KRT6A TRIM54
KRT40 KRT6A
KRT13 KRT6B
KRT31 KRT6B
KRT38 KRT6B
KRT6B NDC80
KRT6B TFIP11
KRT6B TRIM54
KRT13 KRT8
KRT15 KRT8
KRT31 KRT8
KRT38 KRT8
KRT8 TFIP11
KRT40 KRT8
KRT13 MOS
KRT13 MYH1
KRT13 PSMB1
KRT13 PSMB2
KRT13 TMSB4X
KRT13 TSG101
EIF4E2 KRT13
CEP57 KRT13
ABI2 KRT13
FARS2 KRT13
BLOC1S6 KRT13
ABI3 KRT13
AMOTL2 KRT13
KRT13 KRT20
CCHCR1 KRT13
C1orf109 KRT13
EXOSC5 KRT13
KRT13 LSM2
ANKRD36BP1 KRT13
FBF1 KRT13
KLC4 KRT13
IFT20 KRT13
KRT13 KRT71
CCDC101 KRT13
C1orf216 KRT13
KLC3 KRT13
ALS2CR11 KRT13
KRT13 PPP1R18
KRT13 TXLNA
CEP57L1 KRT13
KRT13 KRT6C
KRT13 TRIM42
KRT13 KRT79
GOLGA8EP KRT13
FAM127C KRT13
KRT15 KRT86
KRT15 LMO2
KRT15 MOS
KRT15 NEFL
KRT15 PKN1
KRT15 PSMB1
KRT15 RAD51D
KRT15 SMARCE1
KRT15 TMSB4X
KRT15 LMO4
HGS KRT15
CREB5 KRT15
CEP57 KRT15
HMG20B KRT15
KRT15 OIP5
KRT15 ZFYVE26
ARFIP2 KRT15
KRT15 PRPF31
CYTH4 KRT15
KRT15 SPG21
KRT15 NUP54
KRT15 MBD3
CCHCR1 KRT15
CCDC87 KRT15
CCNB1IP1 KRT15
KRT15 ZNF576
EPC1 KRT15
FAM110A KRT15
KRT15 ZGPAT
BEX2 KRT15
KLC4 KRT15
KRT15 KRT71
HAUS1 KRT15
KRT15 SSX2IP
IKBIP KRT15
GLYCTK KRT15
KRT15 SIRPA
KRT15 KRT80
KRT15 ZNF417
KLC3 KRT15
ALS2CR11 KRT15
AMOT KRT15
KRT15 RIBC1
CCDC67 KRT15
KRT15 TXLNB
KRT15 PPP1R18
KRT15 TXLNA
KRT15 MORN3
KRT15 KRT6C
KRT15 TRIM42
KRT15 KRT73
KRT15 KRT79
KRT15 KRT77
KRT17 TRIM69
CCDC146 KRT18
HAUS1 KRT18
KRT19 UBE2I
EIF4E2 KRT19
KRT19 POLR1C
IKZF3 KRT19
KRT19 TFPT
KRT19 TBC1D7
AMOTL2 KRT19
C1orf109 KRT19
EIF4ENIF1 KRT19
CCDC146 KRT19
CARD9 KRT19
FAM124B KRT19
HAUS1 KRT19
KRT19 PPP1R18
CEP57L1 KRT19
KRT31 KRT81
KRT31 KRT83
KRT31 SMCP
KRT31 P2RX7
CDK18 KRT31
KRT31 PIN1
KRT31 PRF1
KRT31 PRKAA2
KRT31 PKN1
KRT31 PSMA1
KRT31 PTGER3
KRT31 SRSF2
KRT31 SMARCE1
KRT31 SNAI1
KRT31 TMSB4X
KRT31 TSG101
KRT31 ZNF20
KRT31 ZNF69
KRT31 ZNF124
KRT31 ZNF148
KRT31 UXT
KRT31 LMO4
ASMTL KRT31
CLDN2 KRT31
KRT31 LATS1
HGS KRT31
COX5A KRT31
EIF4E2 KRT31
KRT31 TRAF4
KRT31 PDE4DIP
CEP57 KRT31
HDAC4 KRT31
JOSD1 KRT31
KRT31 SLC23A1
GNE KRT31
KRT31 TROAP
ABI2 KRT31
KRT31 SPON2
GLRX3 KRT31
AGR2 KRT31
FARS2 KRT31
KRT31 NEK6
KRT31 MAPKBP1
KRT31 PGLS
FOXB1 KRT31
KRT31 RSPH14
CHCHD2 KRT31
KRT31 SLC15A3
AMOTL2 KRT31
INPP5K KRT31
KRT31 SHC3
GFOD1 KRT31
FBXW5 KRT31
CCDC93 KRT31
CCHCR1 KRT31
KRT31 SEMA4C
C1orf109 KRT31
KRT31 TAPBPL
KRT31 WDYHV1
FAM90A1 KRT31
C19orf73 KRT31
KRT31 PSPC1
KRT31 RADIL
CARKD KRT31
KRT31 RCOR3
KRT31 LIN37
KRT31 SMG9
KRT31 MAP3K7CL
KRT31 PSMG2
DHX37 KRT31
KRT31 MARK4
DMRT3 KRT31
CARD9 KRT31
KRT31 TTC23
KRT31 MRPL40
KRT31 OTUB2
KRT31 SCNM1
KRT31 TMEM106C
KRT31 ZFYVE21
ASPSCR1 KRT31
ATG9A KRT31
KRT31 LENG1
KRT31 WDR25
KRT31 TMEM231
KRT31 SNRNP25
ARMC7 KRT31
ARSJ KRT31
C12orf49 KRT31
FAM124B KRT31
CEP70 KRT31
KRT31 THAP7
FAM110A KRT31
FAM103A1 KRT31
KRT31 USHBP1
KRT31 UTP23
BEX2 KRT31
ANKRD36BP1 KRT31
FBF1 KRT31
DGCR6L KRT31
KRT31 NAV1
KLC4 KRT31
CCDC120 KRT31
KRT31 LMF2
KRT31 LONRF1
KRT31 KRT71
KRT31 PTPMT1
HAUS1 KRT31
HSPA12B KRT31
KRT31 SSX2IP
C1orf216 KRT31
KRT31 ZNF572
KRT31 SIRPA
KRT31 LINC00526
KRT31 ZNF569
EXOC8 KRT31
CCDC17 KRT31
ALS2CR11 KRT31
CCDC112 KRT31
C6orf165 KRT31
AMOT KRT31
KRT31 RIBC1
CDC20B KRT31
KRT31 PPP1R18
FAM71C KRT31
CCER1 KRT31
KRT31 LCE4A
KRT31 TXLNA
KRT31 SPATA24
ATXN7L1 KRT31
KRT31 PRR19
KRT31 RPUSD3
C5orf60 KRT31
CEP57L1 KRT31
KRT31 KRT6C
KRT31 KRT79
KLHL38 KRT31
KRT31 KRT77
CATIP KRT31
FAM74A4 KRT31
KRT31 LINC00238
KRT31 ZNRF2P1
COA5 KRT31
ABI2 KRT33B
KRT33B KRT79
KRT81 OTX1
KRT38 KRT81
KRT40 KRT81
KRT38 KRT83
KRT83 KRTAP10-7
KRT83 KRTAP10-9
KRT83 KRTAP10-8
KRT83 KRTAP10-3
KRT83 NOTCH2NL
KRT86 MEOX2
KTN1 MEOX2
KTN1 SGTA
CLEC7A KTN1
KTN1 SYNE4
LAIR2 SGTA
EMILIN1 LAIR2
SESTD1 STMN1
LASP1 PSMA3
LASP1 REL
LASP1 TRIM27
LASP1 TCF4
FXR2 LASP1
LASP1 SPRY2
ARHGEF15 LASP1
LASP1 ZC2HC1A
LASP1 THAP1
LASP1 SEPT3
LASP1 LZTS2
LASP1 RHOXF2
KRTAP4-2 LASP1
LASP1 ZBTB9
CDKAL1 LCK
LCK LZTS2
LCP2 NCK2
FXR2 LCP2
LCP2 STAM2
LDHA MAPK10
LDHB PEX5
LETM1 PSMA3
LGALS2 SDCBP
LGALS2 SDCBP2
LGALS3 PPIG
LGALS3 SS18L1
LGALS3 PRR13
LGALS8 TAX1BP1
LGALS8 MID2
ABLIM1 CARD9
LIMS1 RSU1
DUSP13 LMNA
KRTAP10-7 LMNA
KRTAP10-3 LMNA
LMO1 PTPN3
LMO1 RBBP8
LMO1 REL
LMO1 TRIM27
LMO1 SOX5
LMO1 TCF4
BLZF1 LMO1
LDB1 LMO1
LMO1 LPXN
IKZF3 LMO1
LMO1 ZBTB43
LMO1 TFIP11
KANK2 LMO1
LMO1 ZNF219
BCL11A LMO1
ADAMTSL4 LMO1
FAM208B LMO1
CDCA7L LMO1
CARD9 LMO1
CEP44 LMO1
LMO1 LZTS2
KRT40 LMO1
FAM154A LMO1
LMO1 SPERT
LMO1 NUTM1
CEP170P1 LMO1
LMO2 MAGEA8
LMO2 PDE9A
LMO2 PRKG1
LMO2 REL
LMO2 ROCK1
LMO2 SKP1
LMO2 SOX5
LMO2 STAT3
LMO2 TRIP6
LMO2 TUFT1
LMO2 UBE2I
LMO2 ZNF24
AIMP2 LMO2
BLZF1 LMO2
ABI2 LMO2
CALCOCO2 LMO2
LMO2 N4BP2L2
DRAP1 LMO2
IKZF3 LMO2
LMO2 MAPRE1
LMO2 MTUS2
LMO2 NUP62
KANK2 LMO2
LMO2 TFPT
HOOK1 LMO2
LMO2 MBIP
ADAMTSL4 LMO2
BANP LMO2
LMO2 ZFP64
AGTRAP LMO2
LMO2 TRIM54
LMO2 NIF3L1
LMO2 RINT1
CCDC33 LMO2
DBF4B LMO2
LMO2 TSC22D4
LMO2 LZTS2
C1orf94 LMO2
IFT43 LMO2
LMO2 MRFAP1L1
CMTM5 LMO2
LMO2 SSX2IP
KRT40 LMO2
CLHC1 LMO2
FAM154A LMO2
LMO2 SPERT
LMO2 NUTM1
CCDC36 LMO2
KRTAP10-7 LMO2
LMO2 NOTCH2NL
PRICKLE3 SULT2B1
LDB1 LMX1B
LNPEP REL
LNPEP TCF4
FATE1 LNPEP
KRT40 LRCH4
KRTAP10-7 LRCH4
KRTAP10-8 LRCH4
LRCH4 NOTCH2NL
BCAM KLHL2
SH2D1A TNK2
LHX4 SH2D1A
NBR1 SYT4
MAB21L1 SIAH1
MAD2L1 SDCBP
MEOX2 SMAD3
BLZF1 SMAD3
CPSF7 SMAD3
CCDC33 SMAD3
SMAD3 TEKT4
LMO4 SMAD4
RASSF5 SMAD4
MAGEA1 PBX3
MAGEA1 SELPLG
HYPK MAGEA1
C19orf66 MAGEA1
MAGEA1 RAB17
MAGEA1 ZNF564
CEP57L1 MAGEA1
MAGEA4 TK1
MAGEA4 WBP2
AMOTL2 MAGEA4
MAGEA4 UBXN6
BEX2 MAGEA4
MAGEA4 TIGD5
AMOT MAGEA4
MAGEA6 PDE4D
MAGEA6 RPL37A
MAGEA6 STX5
MAGEA6 TULP3
MAGEA6 NCK2
MAGEA6 SNX4
BCL7B MAGEA6
ATP6V1G1 MAGEA6
AKAP9 MAGEA6
MAGEA6 TXNDC9
BET1 MAGEA6
EXOC5 MAGEA6
ACOT7 MAGEA6
FRMPD1 MAGEA6
GFOD1 MAGEA6
MAGEA6 RCOR3
LIN37 MAGEA6
FAM214A MAGEA6
MAGEA6 S100A14
MAGEA6 STAMBPL1
CCDC146 MAGEA6
LSM2 MAGEA6
MAGEA6 SH2D4A
MAGEA6 RASSF4
ELMOD3 MAGEA6
ATPAF2 MAGEA6
HAUS1 MAGEA6
MAGEA6 SNAP47
ANKRD26P1 MAGEA6
MAGEA6 MIPOL1
IQUB MAGEA6
LCORL MAGEA6
MAGEA6 MORN3
KLHL38 MAGEA6
MAGEA8 MAGEB4
MAGEA8 PKD2
MAGEA8 MTUS2
GCA MAGEA8
LXN MAGEA8
BEX5 MAGEA8
APPL1 MAGEA9
MAGEA11 NOS3
MAGEA11 PIN4
MAGEA11 STAR
MAGEA11 TPM3
MAGEA11 MTA1
