percent pertubation_type Round CV AUC AUPR
0.75 networkfeature Round--1 CV--2 0.67070 0.41930
0.75 networkfeature Round--1 CV--3 0.67945 0.44967
0.75 networkfeature Round--1 CV--4 0.65727 0.40520
0.75 networkfeature Round--1 CV--5 0.68562 0.45341
0.75 networkfeature Round--2 CV--1 0.71269 0.46826
0.75 networkfeature Round--2 CV--2 0.64825 0.39527
0.75 networkfeature Round--2 CV--3 0.67678 0.44353
0.75 networkfeature Round--2 CV--4 0.66940 0.41904
0.75 networkfeature Round--2 CV--5 0.67803 0.43406
0.75 networkfeature Round--3 CV--1 0.62987 0.37558
0.75 networkfeature Round--3 CV--2 0.63373 0.38709
0.75 networkfeature Round--3 CV--3 0.66558 0.42121
0.75 networkfeature Round--3 CV--4 0.65443 0.40421
0.75 networkfeature Round--3 CV--5 0.62649 0.34917
0.75 networkfeature Round--4 CV--1 0.64845 0.41162
0.75 networkfeature Round--4 CV--2 0.64173 0.41003
0.75 networkfeature Round--4 CV--3 0.63571 0.39924
0.75 networkfeature Round--4 CV--4 0.62913 0.36886
0.75 networkfeature Round--4 CV--5 0.66976 0.42181
0.75 networkfeature Round--5 CV--1 0.65168 0.40186
0.75 networkfeature Round--5 CV--2 0.66456 0.37411
0.75 networkfeature Round--5 CV--3 0.64793 0.41015
0.75 networkfeature Round--5 CV--4 0.63364 0.39045
0.75 networkfeature Round--5 CV--5 0.66990 0.44002
0.75 networkfeature Round--6 CV--1 0.69290 0.46252
0.75 networkfeature Round--6 CV--2 0.68136 0.42402
0.75 networkfeature Round--6 CV--3 0.67466 0.44441
0.75 networkfeature Round--6 CV--4 0.66348 0.43438
0.75 networkfeature Round--6 CV--5 0.66061 0.43770
0.75 networkfeature Round--7 CV--1 0.67166 0.43968
0.75 networkfeature Round--7 CV--2 0.64789 0.39055
0.75 networkfeature Round--7 CV--3 0.64439 0.37628
0.75 networkfeature Round--7 CV--4 0.66646 0.43410
0.75 networkfeature Round--7 CV--5 0.60614 0.35972
0.75 networkfeature Round--8 CV--1 0.68219 0.45029
0.75 networkfeature Round--8 CV--2 0.65548 0.41902
0.75 networkfeature Round--8 CV--3 0.67240 0.42350
0.75 networkfeature Round--8 CV--4 0.66433 0.40537
0.75 networkfeature Round--8 CV--5 0.67074 0.44550
0.75 networkfeature Round--9 CV--1 0.66490 0.44367
0.75 networkfeature Round--9 CV--2 0.66699 0.41232
0.75 networkfeature Round--9 CV--3 0.69614 0.48545
0.75 networkfeature Round--9 CV--4 0.68516 0.43334
0.75 networkfeature Round--9 CV--5 0.65987 0.42148
0.5 networkfeature Round--0 CV--1 0.81278 0.61281
0.5 networkfeature Round--0 CV--2 0.82601 0.61900
0.5 networkfeature Round--0 CV--3 0.82104 0.62381
0.5 networkfeature Round--0 CV--4 0.83297 0.67370
0.5 networkfeature Round--0 CV--5 0.79964 0.60077
0.5 networkfeature Round--1 CV--1 0.80547 0.62544
0.5 networkfeature Round--1 CV--2 0.80887 0.62006
0.5 networkfeature Round--1 CV--3 0.82115 0.63443
0.5 networkfeature Round--1 CV--4 0.80402 0.61304
0.5 networkfeature Round--1 CV--5 0.82445 0.62490
0.5 networkfeature Round--2 CV--1 0.79752 0.60915
0.5 networkfeature Round--2 CV--2 0.82118 0.62235
0.5 networkfeature Round--2 CV--3 0.81673 0.65023
0.5 networkfeature Round--2 CV--4 0.81787 0.63274
0.5 networkfeature Round--2 CV--5 0.81760 0.63759
0.5 networkfeature Round--3 CV--1 0.81879 0.60707
0.5 networkfeature Round--3 CV--2 0.80822 0.62617
0.5 networkfeature Round--3 CV--3 0.82473 0.64387
0.5 networkfeature Round--3 CV--4 0.80833 0.61042
0.5 networkfeature Round--3 CV--5 0.78688 0.56717
0.5 networkfeature Round--4 CV--1 0.82953 0.65830
0.5 networkfeature Round--4 CV--2 0.83021 0.65156
0.5 networkfeature Round--4 CV--3 0.78734 0.60130
0.5 networkfeature Round--4 CV--4 0.80503 0.61706
0.5 networkfeature Round--4 CV--5 0.81251 0.62198
0.5 networkfeature Round--5 CV--1 0.80556 0.62483
0.5 networkfeature Round--5 CV--2 0.79080 0.54683
0.5 networkfeature Round--5 CV--3 0.79002 0.62318
0.5 networkfeature Round--5 CV--4 0.79999 0.61045
0.5 networkfeature Round--5 CV--5 0.81048 0.63322
0.5 networkfeature Round--6 CV--1 0.80084 0.61626
0.5 networkfeature Round--6 CV--2 0.81640 0.60704
0.5 networkfeature Round--6 CV--3 0.80866 0.61848
0.5 networkfeature Round--6 CV--4 0.82689 0.64000
0.5 networkfeature Round--6 CV--5 0.80391 0.62919
0.5 networkfeature Round--7 CV--1 0.78538 0.58405
0.5 networkfeature Round--7 CV--2 0.80878 0.61599
0.5 networkfeature Round--7 CV--3 0.81267 0.62624
0.5 networkfeature Round--7 CV--4 0.81836 0.63413
0.5 networkfeature Round--7 CV--5 0.80300 0.57919
0.5 networkfeature Round--8 CV--1 0.79576 0.62831
0.5 networkfeature Round--8 CV--2 0.79405 0.61401
0.5 networkfeature Round--8 CV--3 0.78879 0.59951
0.5 networkfeature Round--8 CV--4 0.79977 0.59301
0.5 networkfeature Round--8 CV--5 0.81518 0.65120
0.5 networkfeature Round--9 CV--1 0.82486 0.66390
0.5 networkfeature Round--9 CV--2 0.78960 0.59316
0.5 networkfeature Round--9 CV--3 0.81593 0.65780
0.5 networkfeature Round--9 CV--4 0.80838 0.59420
0.5 networkfeature Round--9 CV--5 0.79187 0.58494
0.25 networkfeature Round--0 CV--1 0.84460 0.65978
0.25 networkfeature Round--0 CV--2 0.86333 0.66645
0.25 networkfeature Round--0 CV--3 0.87459 0.71886
0.25 networkfeature Round--0 CV--4 0.88179 0.73359
0.25 networkfeature Round--0 CV--5 0.85435 0.68636
0.25 networkfeature Round--1 CV--1 0.86004 0.69611
0.25 networkfeature Round--1 CV--2 0.85999 0.67021
0.25 networkfeature Round--1 CV--3 0.86173 0.69311
0.25 networkfeature Round--1 CV--4 0.84841 0.69410
0.25 networkfeature Round--1 CV--5 0.85743 0.67864
0.25 networkfeature Round--2 CV--1 0.85549 0.67797
0.25 networkfeature Round--2 CV--2 0.86060 0.67812
0.25 networkfeature Round--2 CV--3 0.86403 0.70666
0.25 networkfeature Round--2 CV--4 0.86210 0.69861
0.25 networkfeature Round--2 CV--5 0.86042 0.68652
0.25 networkfeature Round--3 CV--1 0.85460 0.66354
0.25 networkfeature Round--3 CV--2 0.85854 0.69876
0.25 networkfeature Round--3 CV--3 0.85946 0.68841
0.25 networkfeature Round--3 CV--4 0.86016 0.68648
0.25 networkfeature Round--3 CV--5 0.84118 0.63894
0.25 networkfeature Round--4 CV--1 0.87457 0.73778
0.25 networkfeature Round--4 CV--2 0.86361 0.68959
0.25 networkfeature Round--4 CV--3 0.83473 0.65592
0.25 networkfeature Round--4 CV--4 0.83667 0.62095
0.25 networkfeature Round--4 CV--5 0.85318 0.65650
0.25 networkfeature Round--5 CV--1 0.85215 0.65739
0.25 networkfeature Round--5 CV--2 0.84522 0.62028
0.25 networkfeature Round--5 CV--3 0.85981 0.68519
0.25 networkfeature Round--5 CV--4 0.84891 0.65851
0.25 networkfeature Round--5 CV--5 0.85407 0.67847
0.25 networkfeature Round--6 CV--1 0.85117 0.68025
0.25 networkfeature Round--6 CV--2 0.85815 0.67950
0.25 networkfeature Round--6 CV--3 0.85830 0.67942
0.25 networkfeature Round--6 CV--4 0.85415 0.68066
0.25 networkfeature Round--6 CV--5 0.85120 0.69705
0.25 networkfeature Round--7 CV--1 0.83777 0.66486
0.25 networkfeature Round--7 CV--2 0.86636 0.68725
0.25 networkfeature Round--7 CV--3 0.85627 0.64409
0.25 networkfeature Round--7 CV--4 0.86563 0.69192
0.25 networkfeature Round--7 CV--5 0.85446 0.66497
0.25 networkfeature Round--8 CV--1 0.85030 0.69061
0.25 networkfeature Round--8 CV--2 0.82470 0.64482
0.25 networkfeature Round--8 CV--3 0.83800 0.65533
0.25 networkfeature Round--8 CV--4 0.85446 0.67295
0.25 networkfeature Round--8 CV--5 0.84170 0.65427
0.25 networkfeature Round--9 CV--1 0.86146 0.71523
0.25 networkfeature Round--9 CV--2 0.84300 0.66705
0.25 networkfeature Round--9 CV--3 0.85823 0.69299
0.25 networkfeature Round--9 CV--4 0.84592 0.63880
0.25 networkfeature Round--9 CV--5 0.85696 0.63556
0 networkfeature Round--0 CV--1 0.87257 0.66175
0 networkfeature Round--0 CV--2 0.88327 0.67726
0 networkfeature Round--0 CV--3 0.90298 0.69783
0 networkfeature Round--0 CV--4 0.89655 0.72411
0 networkfeature Round--0 CV--5 0.86473 0.66234
0 networkfeature Round--1 CV--1 0.88090 0.70375
0 networkfeature Round--1 CV--2 0.87904 0.68450
0 networkfeature Round--1 CV--3 0.89137 0.70363
0 networkfeature Round--1 CV--4 0.88723 0.72057
0 networkfeature Round--1 CV--5 0.88694 0.66686
0 networkfeature Round--2 CV--1 0.87821 0.67208
0 networkfeature Round--2 CV--2 0.88383 0.66673
0 networkfeature Round--2 CV--3 0.89274 0.70411
0 networkfeature Round--2 CV--4 0.88570 0.68365
0 networkfeature Round--2 CV--5 0.90276 0.73121
0 networkfeature Round--3 CV--1 0.88706 0.68949
0 networkfeature Round--3 CV--2 0.88216 0.69291
0 networkfeature Round--3 CV--3 0.89454 0.67275
0 networkfeature Round--3 CV--4 0.88886 0.66362
0 networkfeature Round--3 CV--5 0.87428 0.66450
0 networkfeature Round--4 CV--1 0.88569 0.65659
0 networkfeature Round--4 CV--2 0.88395 0.67781
0 networkfeature Round--4 CV--3 0.86377 0.66793
0 networkfeature Round--4 CV--4 0.86684 0.67237
0 networkfeature Round--4 CV--5 0.87673 0.66768
0 networkfeature Round--5 CV--1 0.87032 0.64682
0 networkfeature Round--5 CV--2 0.87248 0.64394
0 networkfeature Round--5 CV--3 0.89110 0.69087
0 networkfeature Round--5 CV--4 0.86414 0.63845
0 networkfeature Round--5 CV--5 0.88821 0.68746
0 networkfeature Round--6 CV--1 0.87456 0.68099
0 networkfeature Round--6 CV--2 0.88337 0.64889
0 networkfeature Round--6 CV--3 0.88417 0.67925
0 networkfeature Round--6 CV--4 0.87661 0.63071
0 networkfeature Round--6 CV--5 0.88725 0.73068
0 networkfeature Round--7 CV--1 0.86720 0.67399
0 networkfeature Round--7 CV--2 0.88481 0.68456
0 networkfeature Round--7 CV--3 0.88400 0.71408
0 networkfeature Round--7 CV--4 0.88131 0.68817
0 networkfeature Round--7 CV--5 0.87959 0.64566
0 networkfeature Round--8 CV--1 0.88224 0.68601
0 networkfeature Round--8 CV--2 0.85173 0.60518
0 networkfeature Round--8 CV--3 0.86406 0.61477
0 networkfeature Round--8 CV--4 0.88882 0.69007
0 networkfeature Round--8 CV--5 0.87661 0.66834
0 networkfeature Round--9 CV--1 0.88833 0.71749
0 networkfeature Round--9 CV--2 0.86514 0.62467
0 networkfeature Round--9 CV--3 0.87561 0.70503
0 networkfeature Round--9 CV--4 0.88810 0.68687
0 networkfeature Round--9 CV--5 0.86589 0.64429
