percent pertubation_type Round CV AUC AUPR
0.75 networkfeature Round--0 CV--1 0.72466 0.46913
0.75 networkfeature Round--0 CV--2 0.70479 0.43613
0.75 networkfeature Round--0 CV--3 0.68500 0.42641
0.75 networkfeature Round--0 CV--4 0.69962 0.42240
0.75 networkfeature Round--0 CV--5 0.67914 0.42208
0.75 networkfeature Round--1 CV--1 0.70551 0.42911
0.75 networkfeature Round--1 CV--2 0.68177 0.40612
0.75 networkfeature Round--1 CV--3 0.68143 0.39909
0.75 networkfeature Round--1 CV--4 0.68547 0.43970
0.75 networkfeature Round--1 CV--5 0.65237 0.37606
0.75 networkfeature Round--2 CV--1 0.68606 0.42435
0.75 networkfeature Round--2 CV--2 0.68582 0.43330
0.75 networkfeature Round--2 CV--3 0.67780 0.41303
0.75 networkfeature Round--2 CV--4 0.70008 0.44809
0.75 networkfeature Round--2 CV--5 0.72114 0.47269
0.75 networkfeature Round--3 CV--1 0.69093 0.42090
0.75 networkfeature Round--3 CV--2 0.67446 0.41805
0.75 networkfeature Round--3 CV--3 0.67111 0.41869
0.75 networkfeature Round--3 CV--4 0.69699 0.45395
0.75 networkfeature Round--3 CV--5 0.70674 0.43187
0.75 networkfeature Round--4 CV--1 0.70517 0.46054
0.75 networkfeature Round--4 CV--2 0.70856 0.44259
0.75 networkfeature Round--4 CV--3 0.67978 0.43325
0.75 networkfeature Round--4 CV--4 0.66201 0.40235
0.75 networkfeature Round--4 CV--5 0.70149 0.45784
0.75 networkfeature Round--5 CV--1 0.68427 0.40088
0.75 networkfeature Round--5 CV--2 0.68077 0.38714
0.75 networkfeature Round--5 CV--3 0.68901 0.43438
0.75 networkfeature Round--5 CV--4 0.71498 0.46779
0.75 networkfeature Round--5 CV--5 0.69124 0.43016
0.75 networkfeature Round--6 CV--1 0.69824 0.43755
0.75 networkfeature Round--6 CV--2 0.68460 0.41695
0.75 networkfeature Round--6 CV--3 0.69501 0.44203
0.75 networkfeature Round--6 CV--4 0.69815 0.45413
0.75 networkfeature Round--6 CV--5 0.70489 0.44726
0.75 networkfeature Round--7 CV--1 0.69569 0.43734
0.75 networkfeature Round--7 CV--2 0.69546 0.45844
0.75 networkfeature Round--7 CV--3 0.68955 0.42813
0.75 networkfeature Round--7 CV--4 0.69730 0.43099
0.75 networkfeature Round--7 CV--5 0.63994 0.35452
0.75 networkfeature Round--8 CV--1 0.69917 0.44898
0.75 networkfeature Round--8 CV--2 0.69148 0.44075
0.75 networkfeature Round--8 CV--3 0.67417 0.39885
0.75 networkfeature Round--8 CV--4 0.66674 0.39373
0.75 networkfeature Round--8 CV--5 0.71750 0.45604
0.75 networkfeature Round--9 CV--1 0.68406 0.40865
0.75 networkfeature Round--9 CV--2 0.67631 0.40422
0.75 networkfeature Round--9 CV--3 0.69673 0.43294
0.75 networkfeature Round--9 CV--4 0.66709 0.38686
0.75 networkfeature Round--9 CV--5 0.67127 0.40645
0.5 networkfeature Round--0 CV--1 0.82760 0.62988
0.5 networkfeature Round--0 CV--2 0.83437 0.64607
0.5 networkfeature Round--0 CV--3 0.83215 0.65820
0.5 networkfeature Round--0 CV--4 0.83511 0.67588
0.5 networkfeature Round--0 CV--5 0.80537 0.61825
0.5 networkfeature Round--1 CV--1 0.82115 0.65455
0.5 networkfeature Round--1 CV--2 0.82276 0.63214
0.5 networkfeature Round--1 CV--3 0.81291 0.61229
0.5 networkfeature Round--1 CV--4 0.81491 0.60784
0.5 networkfeature Round--1 CV--5 0.81734 0.61273
0.5 networkfeature Round--2 CV--1 0.80009 0.59752
0.5 networkfeature Round--2 CV--2 0.81503 0.63146
0.5 networkfeature Round--2 CV--3 0.82728 0.64703
0.5 networkfeature Round--2 CV--4 0.82183 0.64958
0.5 networkfeature Round--2 CV--5 0.84598 0.68579
0.5 networkfeature Round--3 CV--1 0.83980 0.63134
0.5 networkfeature Round--3 CV--2 0.80240 0.62314
0.5 networkfeature Round--3 CV--3 0.83769 0.66538
0.5 networkfeature Round--3 CV--4 0.82617 0.63613
0.5 networkfeature Round--3 CV--5 0.80820 0.59928
0.5 networkfeature Round--4 CV--1 0.83214 0.66641
0.5 networkfeature Round--4 CV--2 0.83035 0.65473
0.5 networkfeature Round--4 CV--3 0.80519 0.64823
0.5 networkfeature Round--4 CV--4 0.79998 0.58613
0.5 networkfeature Round--4 CV--5 0.83128 0.63793
0.5 networkfeature Round--5 CV--1 0.80993 0.61046
0.5 networkfeature Round--5 CV--2 0.80915 0.59340
0.5 networkfeature Round--5 CV--3 0.82298 0.66532
0.5 networkfeature Round--5 CV--4 0.79415 0.63313
0.5 networkfeature Round--5 CV--5 0.81384 0.63814
0.5 networkfeature Round--6 CV--1 0.80151 0.60923
0.5 networkfeature Round--6 CV--2 0.81188 0.61937
0.5 networkfeature Round--6 CV--3 0.83373 0.65055
0.5 networkfeature Round--6 CV--4 0.83204 0.64356
0.5 networkfeature Round--6 CV--5 0.82729 0.63780
0.5 networkfeature Round--7 CV--1 0.80573 0.61137
0.5 networkfeature Round--7 CV--2 0.82815 0.64091
0.5 networkfeature Round--7 CV--3 0.80836 0.61468
0.5 networkfeature Round--7 CV--4 0.81264 0.61816
0.5 networkfeature Round--7 CV--5 0.81190 0.59114
0.5 networkfeature Round--8 CV--1 0.81863 0.66753
0.5 networkfeature Round--8 CV--2 0.81713 0.64632
0.5 networkfeature Round--8 CV--3 0.80078 0.60522
0.5 networkfeature Round--8 CV--4 0.78845 0.59498
0.5 networkfeature Round--8 CV--5 0.81015 0.62875
0.5 networkfeature Round--9 CV--1 0.82704 0.64771
0.5 networkfeature Round--9 CV--2 0.80487 0.62195
0.5 networkfeature Round--9 CV--3 0.81990 0.63651
0.5 networkfeature Round--9 CV--4 0.81477 0.61276
0.5 networkfeature Round--9 CV--5 0.79180 0.61771
0.25 networkfeature Round--0 CV--1 0.86287 0.69109
0.25 networkfeature Round--0 CV--2 0.88735 0.73905
0.25 networkfeature Round--0 CV--3 0.87155 0.72130
0.25 networkfeature Round--0 CV--4 0.89443 0.74704
0.25 networkfeature Round--0 CV--5 0.86815 0.69875
0.25 networkfeature Round--1 CV--1 0.87672 0.71703
0.25 networkfeature Round--1 CV--2 0.87547 0.68771
0.25 networkfeature Round--1 CV--3 0.87809 0.69846
0.25 networkfeature Round--1 CV--4 0.87717 0.71072
0.25 networkfeature Round--1 CV--5 0.86474 0.69691
0.25 networkfeature Round--2 CV--1 0.87320 0.72162
0.25 networkfeature Round--2 CV--2 0.87865 0.72806
0.25 networkfeature Round--2 CV--3 0.88061 0.71939
0.25 networkfeature Round--2 CV--4 0.87816 0.74437
0.25 networkfeature Round--2 CV--5 0.88378 0.73540
0.25 networkfeature Round--3 CV--1 0.87184 0.68740
0.25 networkfeature Round--3 CV--2 0.87159 0.70121
0.25 networkfeature Round--3 CV--3 0.87526 0.73142
0.25 networkfeature Round--3 CV--4 0.87556 0.72198
0.25 networkfeature Round--3 CV--5 0.86487 0.69413
0.25 networkfeature Round--4 CV--1 0.88353 0.74141
0.25 networkfeature Round--4 CV--2 0.87857 0.73056
0.25 networkfeature Round--4 CV--3 0.85288 0.70005
0.25 networkfeature Round--4 CV--4 0.85471 0.69363
0.25 networkfeature Round--4 CV--5 0.86953 0.71211
0.25 networkfeature Round--5 CV--1 0.86470 0.69859
0.25 networkfeature Round--5 CV--2 0.85755 0.67148
0.25 networkfeature Round--5 CV--3 0.87988 0.74787
0.25 networkfeature Round--5 CV--4 0.85723 0.69825
0.25 networkfeature Round--5 CV--5 0.88118 0.74297
0.25 networkfeature Round--6 CV--1 0.87210 0.71045
0.25 networkfeature Round--6 CV--2 0.87157 0.69698
0.25 networkfeature Round--6 CV--3 0.87940 0.71631
0.25 networkfeature Round--6 CV--4 0.86285 0.72082
0.25 networkfeature Round--6 CV--5 0.87136 0.72754
0.25 networkfeature Round--7 CV--1 0.85959 0.70854
0.25 networkfeature Round--7 CV--2 0.88642 0.73126
0.25 networkfeature Round--7 CV--3 0.87795 0.72602
0.25 networkfeature Round--7 CV--4 0.87371 0.72330
0.25 networkfeature Round--7 CV--5 0.87358 0.69800
0.25 networkfeature Round--8 CV--1 0.86918 0.73518
0.25 networkfeature Round--8 CV--2 0.84967 0.69751
0.25 networkfeature Round--8 CV--3 0.85284 0.68539
0.25 networkfeature Round--8 CV--4 0.86644 0.72470
0.25 networkfeature Round--8 CV--5 0.86589 0.72552
0.25 networkfeature Round--9 CV--1 0.87191 0.71548
0.25 networkfeature Round--9 CV--2 0.86289 0.70790
0.25 networkfeature Round--9 CV--3 0.86286 0.72033
0.25 networkfeature Round--9 CV--4 0.87126 0.69530
0.25 networkfeature Round--9 CV--5 0.86522 0.69275
0 networkfeature Round--0 CV--1 0.90391 0.76304
0 networkfeature Round--0 CV--2 0.91240 0.79736
0 networkfeature Round--0 CV--3 0.91669 0.80518
0 networkfeature Round--0 CV--4 0.91480 0.80196
0 networkfeature Round--0 CV--5 0.89538 0.75509
0 networkfeature Round--1 CV--1 0.90310 0.77162
0 networkfeature Round--1 CV--2 0.89539 0.74199
0 networkfeature Round--1 CV--3 0.90607 0.75247
0 networkfeature Round--1 CV--4 0.90560 0.76740
0 networkfeature Round--1 CV--5 0.90691 0.79115
0 networkfeature Round--2 CV--1 0.89027 0.74795
0 networkfeature Round--2 CV--2 0.91604 0.78019
0 networkfeature Round--2 CV--3 0.91588 0.79801
0 networkfeature Round--2 CV--4 0.90847 0.78871
0 networkfeature Round--2 CV--5 0.92973 0.81475
0 networkfeature Round--3 CV--1 0.90599 0.76124
0 networkfeature Round--3 CV--2 0.89502 0.74486
0 networkfeature Round--3 CV--3 0.91551 0.79472
0 networkfeature Round--3 CV--4 0.90776 0.77535
0 networkfeature Round--3 CV--5 0.90485 0.74680
0 networkfeature Round--4 CV--1 0.91385 0.79010
0 networkfeature Round--4 CV--2 0.91136 0.78444
0 networkfeature Round--4 CV--3 0.89690 0.76133
0 networkfeature Round--4 CV--4 0.88308 0.73326
0 networkfeature Round--4 CV--5 0.90006 0.75869
0 networkfeature Round--5 CV--1 0.89303 0.74635
0 networkfeature Round--5 CV--2 0.89557 0.74717
0 networkfeature Round--5 CV--3 0.91333 0.79889
0 networkfeature Round--5 CV--4 0.87811 0.73812
0 networkfeature Round--5 CV--5 0.91067 0.78833
0 networkfeature Round--6 CV--1 0.89388 0.74561
0 networkfeature Round--6 CV--2 0.91247 0.77867
0 networkfeature Round--6 CV--3 0.90889 0.76490
0 networkfeature Round--6 CV--4 0.90211 0.76970
0 networkfeature Round--6 CV--5 0.89881 0.77525
0 networkfeature Round--7 CV--1 0.88699 0.76232
0 networkfeature Round--7 CV--2 0.91420 0.78781
0 networkfeature Round--7 CV--3 0.90692 0.78545
0 networkfeature Round--7 CV--4 0.89870 0.77129
0 networkfeature Round--7 CV--5 0.89793 0.75056
0 networkfeature Round--8 CV--1 0.90367 0.79336
0 networkfeature Round--8 CV--2 0.89406 0.76668
0 networkfeature Round--8 CV--3 0.88762 0.75607
0 networkfeature Round--8 CV--4 0.90153 0.76016
0 networkfeature Round--8 CV--5 0.90123 0.77467
0 networkfeature Round--9 CV--1 0.90765 0.79028
0 networkfeature Round--9 CV--2 0.89629 0.75256
0 networkfeature Round--9 CV--3 0.90018 0.78347
0 networkfeature Round--9 CV--4 0.90322 0.77109
0 networkfeature Round--9 CV--5 0.88846 0.76328
